Company,Ticker,PE,EPS,ROE,DebtEquity,RevenueGrowth
West Coast Paper Mills Limited,WSTCSTPAPR.NS,15.275027,27.27,0.04578,11.26,-0.002
Xchanging Solutions Limited,XCHANGING.NS,15.446327,5.31,0.16961001,24.199,0.188
Xelpmoc Design And Tech Limited,XELPMOC.NS,,-4.59,,0.36,-0.537
Xpro India Limited,XPROINDIA.NS,164.79132,5.99,0.02138,46.18,-0.105
Xtglobal Infotech Limited,XTGLOBAL.NS,49.57747,0.71,0.06497,25.53,0.901
Yasho Industries Limited,YASHO.NS,135.40465,10.75,0.03507,138.322,0.118
Yatharth Hospital & Trauma Care Services Limited,YATHARTH.NS,42.333332,16.2,0.114980005,1.525,0.283
Yatra Online Limited,YATRA.NS,50.42373,3.54,0.0706,6.87,0.484
Yes Bank Limited,YESBANK.NS,23.911112,0.9,0.05928,,0.064
Yuken India Limited,YUKEN.NS,52.111652,16.48,0.065409996,33.231,-0.027
Zaggle Prepaid Ocean Services Limited,ZAGGLE.NS,41.264706,8.5,0.11467,1.351,0.429
Zee Entertainment Enterprises Limited,ZEEL.NS,15.303691,5.96,0.05012,2.465,-0.016
Zee Learn Limited,ZEELEARN.NS,15.18,0.5,0.04744,219.814,0.276
Zee Media Corporation Limited,ZEEMEDIA.NS,,-1.34,-0.39273,54.648,0.367
Zenith Exports Limited,ZENITHEXPO.NS,19.50183,10.94,0.0727,3.617,0.212
Zenith Steel Pipes & Industries Limited,ZENITHSTL.NS,23.16129,0.31,,,-0.533
Zensar Technologies Limited,ZENSARTECH.NS,23.674305,30.55,0.17543,2.741,0.087
Zen Technologies Limited,ZENTEC.NS,49.902,27.55,0.15868,0.976,-0.282
ZF Commercial Vehicle Control Systems India Limited,ZFCVINDIA.NS,64.36386,229.43,0.15148,1.806,0.003
Zim Laboratories Limited,ZIMLAB.NS,50.43382,1.36,0.026659999,48.918,-0.037
Zodiac Energy Limited,ZODIAC.NS,80.46917,3.73,0.2243,178.121,0.834
Zodiac Clothing Company Limited,ZODIACLOTH.NS,,-13.27,-0.16939,61.685,-0.194
Zota Health Care LImited,ZOTA.NS,,-21.48,-0.25682,56.9,0.917
Zuari Agro Chemicals Limited,ZUARI.NS,1.3218688,232.89,,28.492,0.136
ZUARI INDUSTRIES LIMITED,ZUARIIND.NS,7.7643394,40.1,0.024149999,50.399,0.016
Zydus Lifesciences Limited,ZYDUSLIFE.NS,18.633484,48.92,0.19254999,34.305,0.169
Zydus Wellness Limited,ZYDUSWELL.NS,53.249687,7.97,0.045250002,53.314,0.32
Equity,A.BO,,,,,
